imag_component,real_component,ace_imag,ace_real,ala_imag,ala_real,asc_imag,asc_real,asp_imag,asp_real,cr_imag,cr_real,gaba_imag,gaba_real,glc_imag,glc_real,gln_imag,gln_real,glu_imag,glu_real,gly_imag,gly_real,gpc_imag,gpc_real,gsh_imag,gsh_real,ins_imag,ins_real,lac_imag,lac_real,mac_imag,mac_real,naa_imag,naa_real,naag_imag,naag_real,pcho_imag,pcho_real,pcr_imag,pcr_real,pe_imag,pe_real,tau_imag,tau_real
1.5368337,-0.61082284,-0.0196747,-0.23224,0.215432,0.0610331,-0.0670665,0.028458,-0.0275072,0.0619778,0.367807,0.132737,-0.0283269,-0.0445814,-0.105856,-0.0620219,0.0084742,-0.0252535,0.0303496,-0.0550474,0.150972,0.0304959,-0.12783,-0.756097,0.0185594,0.0033612,-0.0016183,-0.0429028,-0.129813,0.13656,0.0000434,0.0076717,-0.329601,-0.134734,0.0889231,-0.174736,0.574336,0.157913,0.217413,-0.263302,-0.0793278,0.0758069,-0.0260275,0.0304203
-1.6477451,-4.0175997,0.100506,-0.212728,0.161628,0.172618,-0.0634596,0.008789,-0.0470664,0.0450937,0.318775,0.210514,-0.0096835,-0.0531784,-0.0933009,-0.0819582,0.017495,-0.0207533,0.0411444,-0.0351925,0.139809,0.0564453,0.0789798,-0.767391,0.0136596,0.0072503,0.0026027,-0.0433139,-0.16685,-0.0076343,-0.0058779,0.0045411,-0.242317,-0.249263,0.161065,-0.0863416,0.508926,0.315245,0.28594,-0.215217,-0.085138,0.0477387,-0.0334724,0.0176985
-0.64506261,2.9217413,0.196373,-0.134094,0.0546988,0.236738,-0.0516849,-0.0086482,-0.0561891,0.0236453,0.255362,0.272283,0.012899,-0.053019,-0.0726918,-0.0977945,0.0267746,-0.0118624,0.0442786,-0.0134643,0.127925,0.0805629,0.284631,-0.721178,0.0091335,0.009472,0.0106786,-0.0422567,-0.104517,-0.141838,-0.0070031,-0.0019534,-0.109898,-0.308097,0.184836,0.0237579,0.404907,0.449421,0.343841,-0.147076,-0.0794034,0.022044,-0.0331896,0.0047651
3.8982962,4.3583893,0.239719,-0.0154566,-0.0699768,0.23258,-0.034949,-0.0191744,-0.0561728,0.0038066,0.180568,0.31739,0.0338189,-0.0416666,-0.0476586,-0.104894,0.0324292,0.0031996,0.0382044,0.0082573,0.113113,0.105818,0.47111,-0.617367,0.0037863,0.0115715,0.0197039,-0.035988,0.029587,-0.2071,-0.0025757,-0.0067463,0.0336661,-0.294924,0.154608,0.131569,0.267812,0.55306,0.383032,-0.060108,-0.065917,0.004414,-0.0279213,-0.0035608
-3.9944172,-4.8703908,0.215466,0.110603,-0.171968,0.162066,-0.0187746,-0.0220986,-0.0513111,-0.0117143,0.0963052,0.343279,0.0463422,-0.0213397,-0.0241328,-0.102711,0.0293551,0.0220933,0.0217181,0.0255319,0.0911773,0.131429,0.619908,-0.463736,-0.0045802,0.0122445,0.0246599,-0.0246554,0.177749,-0.174316,0.003902,-0.0061362,0.150201,-0.213808,0.0762804,0.211519,0.103879,0.617675,0.395067,0.0391995,-0.0510519,-0.003714,-0.0228067,-0.0063691
1.0276198,-3.6529653,0.128272,0.206888,-0.218562,0.0487853,-0.0070545,-0.0209978,-0.0450823,-0.0242303,0.0066584,0.345479,0.0466247,0.0013711,-0.0063775,-0.0950625,0.0151681,0.0384842,-0.0030276,0.0320915,0.0598206,0.15265,0.716956,-0.275561,-0.0158577,0.0075788,0.0223307,-0.0125339,0.277289,-0.0559735,0.0073708,-0.0005992,0.20947,-0.088338,-0.031665,0.242457,-0.076926,0.634118,0.375387,0.139471,-0.0397207,-0.0054991,-0.0214467,-0.0069672
3.9103847,-2.052229,0.0028764,0.243695,-0.195215,-0.0693476,0.0006132,-0.0208134,-0.0375135,-0.0364767,-0.0801861,0.320538,0.036218,0.0188989,0.0056999,-0.0872196,-0.0072805,0.0453293,-0.0291362,0.0232221,0.021244,0.163715,0.756065,-0.0718173,-0.025788,-0.0058588,0.0139295,-0.0050868,0.287009,0.100329,0.0050878,0.0055908,0.198437,0.0462322,-0.141023,0.21467,-0.25932,0.595925,0.32608,0.228061,-0.032605,-0.005825,-0.0232404,-0.0100055
3.4486443,0.55873235,-0.123172,0.209442,-0.110932,-0.152082,0.0083062,-0.023975,-0.0257196,-0.0490316,-0.153268,0.269713,0.0211341,0.026917,0.0159485,-0.0820109,-0.0308013,0.0390705,-0.0469264,-0.0005101,-0.0185489,0.161756,0.738802,0.129767,-0.0274186,-0.0273568,0.0044344,-0.0050646,0.203403,0.232915,-0.0012765,0.0076298,0.124017,0.15439,-0.221279,0.134703,-0.424487,0.503322,0.255127,0.295632,-0.0266629,-0.0074239,-0.0239979,-0.0176272
3.9921555,4.9658245,-0.212081,0.115027,0.0035807,-0.170526,0.0203625,-0.0284892,-0.0071373,-0.0586553,-0.202877,0.200486,0.0080486,0.0264094,0.0285742,-0.0778935,-0.0476666,0.0217515,-0.0484599,-0.0320771,-0.0532478,0.148726,0.671269,0.315787,-0.0151884,-0.0507218,-0.0008773,-0.0105816,0.0603439,0.291728,-0.0069002,0.0038537,0.0089543,0.210481,-0.249405,0.0248461,-0.554642,0.364933,0.172648,0.33871,-0.018439,-0.0089339,-0.0193429,-0.0275797
-3.4834491,0.76194124,-0.238535,-0.0101899,0.105553,-0.118283,0.0377699,-0.0294354,0.0171236,-0.0599559,-0.224628,0.124507,0.0003252,0.0221671,0.0445391,-0.0704246,-0.0536718,-0.0004184,-0.0318017,-0.060623,-0.079929,0.129903,0.560347,0.476834,0.0111057,-0.0666065,-0.0000901,-0.0166106,-0.086322,0.25767,-0.0074723,-0.0029785,-0.116375,0.204041,-0.217873,-0.0835429,-0.637692,0.195776,0.0867756,0.358683,-0.0075836,-0.0063342,-0.0083049,-0.0347267
-4.3279522,1.290915,-0.197324,-0.12892,0.155373,-0.0154105,0.0570995,-0.0227269,0.0415192,-0.0492171,-0.220781,0.0531623,-0.0033368,0.0188981,0.0605006,-0.0559969,-0.0496635,-0.0209377,-0.0021482,-0.0765105,-0.100202,0.110118,0.412176,0.604822,0.0452919,-0.0671953,0.0042344,-0.018756,-0.181772,0.14838,-0.002471,-0.0077579,-0.222336,0.139768,-0.137067,-0.160427,-0.669175,0.0127194,0.0019369,0.358357,0.0021522,0.0033775,0.0056349,-0.0348187
-5.3065666,0.37643569,-0.103285,-0.208272,0.132218,0.0976191,0.0727933,-0.0082864,0.0586696,-0.0275261,-0.198004,-0.0063127,-0.0068041,0.0178601,0.071096,-0.0349877,-0.0396614,-0.0364765,0.0309797,-0.0756475,-0.117999,0.0905385,0.233714,0.690733,0.0775696,-0.0502086,0.007301,-0.0164517,-0.193127,0.009498,0.0044244,-0.0068833,-0.28592,0.034073,-0.0309762,-0.186686,-0.650586,-0.169685,-0.0795658,0.338897,0.0052471,0.0191104,0.0168539,-0.0276708
1.2326035,-5.3465073,0.0153253,-0.228936,0.0434764,0.174888,0.0810733,0.0097672,0.0635439,-0.0008033,-0.163279,-0.0517115,-0.0126942,0.0164673,0.0728454,-0.0119203,-0.0272332,-0.0475061,0.0586124,-0.0604468,-0.135728,0.0684422,0.0356856,0.725108,0.0992114,-0.0196493,0.0059544,-0.01318,-0.120714,-0.103882,0.0080984,-0.0009832,-0.293831,-0.0893044,0.0715613,-0.158917,-0.585791,-0.340513,-0.154357,0.299513,-0.0016674,0.0356034,0.0215172,-0.0173448
0.84466541,2.6768321,0.126299,-0.18861,-0.0769132,0.18345,0.0825222,0.0260556,0.0562426,0.0233822,-0.120941,-0.0835115,-0.0198214,0.011038,0.0667172,0.007496,-0.0130136,-0.055908,0.076098,-0.037131,-0.151753,0.0400883,-0.165936,0.70138,0.106119,0.0169703,0.0012316,-0.013574,0.0034391,-0.148017,0.0058476,0.0055576,-0.243956,-0.20339,0.145896,-0.0881702,-0.478445,-0.490699,-0.216047,0.24008,-0.0172449,0.0464704,0.0201755,-0.0092021
2.3213495,3.2816739,0.20193,-0.10015,-0.181507,0.117292,0.0813947,0.0377775,0.04141,0.0399571,-0.0728217,-0.101482,-0.0238667,0.0004676,0.0574215,0.020222,0.004735,-0.0617083,0.0835514,-0.0115776,-0.161121,0.004487,-0.351787,0.619791,0.0991105,0.0527424,-0.0023427,-0.0196246,0.128311,-0.106252,-0.000595,0.0079001,-0.146187,-0.28222,0.177298,0.0055554,-0.332352,-0.610324,-0.256426,0.164472,-0.0361615,0.0481376,0.017089,-0.0060509
3.1118765,-1.803219,0.22447,0.0131827,-0.228638,0.0002859,0.0821986,0.0465488,0.0247987,0.0485089,-0.0210217,-0.103094,-0.020754,-0.012074,0.0499677,0.0277424,0.027066,-0.061737,0.0832813,0.0133024,-0.159009,-0.0348388,-0.503674,0.48898,0.0812711,0.083883,-0.0001803,-0.0288859,0.202886,0.0052703,-0.0063842,0.0043853,-0.0220323,-0.306094,0.162322,0.0997222,-0.154263,-0.687764,-0.269217,0.0817636,-0.0526098,0.0417653,0.0168151,-0.0062891
-5.4996881,4.9956812,0.188725,0.1232,-0.199482,-0.123566,0.0861443,0.0568676,0.0095852,0.0520545,0.0292363,-0.0850923,-0.0101326,-0.0208083,0.0460883,0.0345411,0.0513575,-0.0514894,0.0766254,0.0370836,-0.144284,-0.0714676,-0.60915,0.323907,0.0548275,0.10916,0.0088252,-0.0360543,0.195004,0.143508,-0.0072247,-0.0022428,0.0985651,-0.267419,0.107188,0.174016,0.0434466,-0.712002,-0.25374,0.004003,-0.0639449,0.031773,0.0206574,-0.0054191
0.093697209,0.58049498,0.102816,0.202194,-0.105308,-0.208312,0.0901515,0.0723863,-0.0048598,0.0535482,0.0692775,-0.0470367,0.0037304,-0.021199,0.043218,0.0443745,0.0709975,-0.0289285,0.0628232,0.0591794,-0.120489,-0.0998875,-0.66335,0.141316,0.0201261,0.127228,0.021322,-0.0367365,0.103756,0.254175,-0.0025977,-0.0069405,0.184183,-0.174929,0.0254189,0.213048,0.242836,-0.676866,-0.215813,-0.0582192,-0.0717873,0.0221411,0.0256667,0.0002423
-2.1197619,-0.049510802,-0.0126513,0.228608,0.0180648,-0.224459,0.0891596,0.0928245,-0.0209698,0.0529332,0.089857,0.0059867,0.014406,-0.0131402,0.0367769,0.0571815,0.0783741,0.0026501,0.040733,0.076629,-0.0935094,-0.118661,-0.667261,-0.0443535,-0.0225341,0.134516,0.0318335,-0.0305712,-0.0391789,0.292136,0.0038818,-0.0061895,0.211357,-0.0533266,-0.0641898,0.208187,0.423863,-0.584312,-0.165129,-0.0994886,-0.0798271,0.0133235,0.0269385,0.0104919
-2.0480439,3.2410196,-0.127852,0.192871,0.125553,-0.169669,0.0799835,0.113865,-0.0394685,0.0470567,0.0854386,0.0638014,0.0173531,-0.0011133,0.024001,0.0689686,0.0692834,0.0350244,0.0117922,0.0844855,-0.0676816,-0.130598,-0.624156,-0.222191,-0.0698941,0.125808,0.0366468,-0.0213594,-0.180557,0.239433,0.007234,-0.0006462,0.172959,0.0630529,-0.139891,0.159642,0.569402,-0.444403,-0.110917,-0.120176,-0.0900778,0.0021103,0.0214532,0.0211468
-0.91031751,0.8423412,-0.210414,0.101866,0.180645,-0.0678133,0.0637959,0.130112,-0.0572176,0.0325227,0.0569079,0.114738,0.0126255,0.0087952,0.006401,0.0747524,0.0457101,0.0587314,-0.0184869,0.0788038,-0.0432568,-0.139861,-0.537077,-0.383012,-0.11432,0.0974782,0.0363293,-0.0141237,-0.265834,0.113763,0.0049027,0.0053834,0.0814599,0.140995,-0.180958,0.078293,0.668805,-0.2719,-0.0588529,-0.123811,-0.100493,-0.0154751,0.0105375,0.0270078
-4.0235853,-2.7326742,-0.234822,-0.0206273,0.168252,0.0419859,0.0453583,0.138873,-0.0682594,0.0092575,0.010822,0.150099,0.0043233,0.0128043,-0.0110237,0.0723223,0.0150207,0.0676726,-0.0421423,0.0600195,-0.0171082,-0.148225,-0.409261,-0.516676,-0.145665,0.0510874,0.0349983,-0.0113328,-0.261386,-0.0369969,-0.0013093,0.0072352,-0.034951,0.159332,-0.173537,-0.0146545,0.718057,-0.0817614,-0.011138,-0.11342,-0.105815,-0.0404799,-0.0009242,0.0256411
-1.6005455,-0.40766822,-0.191601,-0.139425,0.0981946,0.120764,0.0295912,0.141916,-0.0674276,-0.0180395,-0.0442164,0.166559,-0.0026758,0.0114224,-0.0232291,0.0639697,-0.0138706,0.0616281,-0.0527509,0.0339855,0.01391,-0.153365,-0.246938,-0.611287,-0.155618,-0.0054881,0.0369266,-0.0111453,-0.16948,-0.153297,-0.0066209,0.0034427,-0.141977,0.115375,-0.116497,-0.0920096,0.71702,0.113565,0.0307456,-0.089685,-0.101054,-0.0693729,-0.0079409,0.0191251
0.40947985,-2.7395985,-0.0920909,-0.218683,-0.0005315,0.143173,0.0180765,0.143878,-0.053906,-0.0418347,-0.101446,0.165134,-0.0061653,0.0081658,-0.02863,0.0548749,-0.0347191,0.0452062,-0.0490903,0.009535,0.0495412,-0.150456,-0.0619597,-0.655531,-0.141785,-0.0605868,0.0430795,-0.0089869,-0.0288145,-0.188583,-0.0069137,-0.0031406,-0.210359,0.0243731,-0.0240557,-0.12869,0.666337,0.303656,0.0631584,-0.0522333,-0.0850109,-0.0957483,-0.0089293,0.0124494
-1.6660062,-2.6296168,0.034157,-0.234131,-0.0911451,0.10468,0.0081326,0.148557,-0.0320877,-0.0558231,-0.157414,0.147874,-0.0076363,0.0061711,-0.0300264,0.049368,-0.0457939,0.0243151,-0.0358408,-0.0060211,0.0852795,-0.135891,0.128314,-0.642869,-0.108763,-0.103566,0.0502179,-0.0012431,0.100764,-0.129636,-0.0018752,-0.0074983,-0.22395,-0.0870188,0.0772314,-0.110696,0.566574,0.477566,0.0798709,-0.0028788,-0.0611938,-0.114155,-0.0066524,0.0097851
3.022704,0.78660508,0.14906,-0.181655,-0.141512,0.0213851,-0.0048559,0.155895,-0.0090562,-0.0582537,-0.210291,0.11506,-0.0102081,0.0054407,-0.0322676,0.0478856,-0.0484947,0.0029041,-0.0207318,-0.0104831,0.114775,-0.110281,0.304465,-0.574724,-0.0655082,-0.12887,0.0532503,0.0117471,0.163488,-0.0031084,0.004743,-0.0062589,-0.182212,-0.189704,0.156824,-0.0408032,0.420307,0.621958,0.0747146,0.0519574,-0.0354459,-0.123226,-0.0058979,0.0114458
4.6746135,-1.6212655,0.218952,-0.0783993,-0.133942,-0.076213,-0.023634,0.161937,0.0095041,-0.0521914,-0.256745,0.0651623,-0.015204,0.0029267,-0.0384363,0.0469064,-0.0443258,-0.0177268,-0.0100578,-0.0070606,0.133712,-0.0784693,0.449953,-0.460389,-0.0208324,-0.136895,0.0490511,0.0256785,0.131831,0.135357,0.0079478,-0.0002652,-0.0976987,-0.259699,0.190578,0.0619957,0.235371,0.722087,0.045506,0.101872,-0.0120737,-0.125818,-0.0096751,0.0138233
3.969563,2.8773232,0.22538,0.0438976,-0.0702685,-0.153109,-0.046687,0.161792,0.0220441,-0.0426646,-0.290196,-0.0024077,-0.0201905,-0.0045801,-0.047443,0.0418907,-0.0329448,-0.0369272,-0.0056167,-0.0013451,0.142258,-0.0465272,0.554547,-0.313618,0.0199324,-0.131497,0.0388567,0.0352684,0.0185674,0.225009,0.0052764,0.0060376,0.00889,-0.282335,0.168595,0.169195,0.0264293,0.765603,-0.0036572,0.136103,0.0086347,-0.126126,-0.0168207,0.0123243
0.3081494,-3.792145,0.169624,0.150056,0.0286406,-0.180798,-0.0690792,0.153346,0.0306748,-0.0329288,-0.302202,-0.0839886,-0.0201884,-0.0170196,-0.0548424,0.0309772,-0.0129773,-0.052076,-0.0050209,0.0027369,0.144281,-0.0179852,0.614362,-0.148208,0.0551324,-0.116324,0.0274253,0.0379979,-0.128919,0.226171,-0.0013323,0.0079375,0.113586,-0.253508,0.0973442,0.252433,-0.186878,0.746839,-0.0635276,0.147849,0.0296811,-0.126018,-0.0228253,0.0050609
-0.45794108,-3.4554936,0.0701228,0.212222,0.129003,-0.146804,-0.0858837,0.138919,0.0380681,-0.0226622,-0.286287,-0.170568,-0.011318,-0.0298621,-0.0562407,0.0166278,0.0150635,-0.0579357,-0.0048313,0.0050653,0.143961,0.0078856,0.629079,0.0245764,0.0843002,-0.0927954,0.0195992,0.0357918,-0.249408,0.13688,-0.0069812,0.0039986,0.193122,-0.179551,-0.0040797,0.291798,-0.384499,0.668752,-0.123604,0.136397,0.0540448,-0.123406,-0.0232465,-0.0055128
3.7929485,0.15825138,-0.0448407,0.216488,0.194867,-0.0599116,-0.0956133,0.123615,0.0442831,-0.0093596,-0.241573,-0.250086,0.0057932,-0.0362982,-0.0506987,0.0039718,0.0462754,-0.0490133,-0.0039436,0.0081883,0.142384,0.0344946,0.598883,0.195417,0.105419,-0.0610704,0.0168604,0.0333888,-0.294089,-0.0072339,-0.0074854,-0.0028583,0.228665,-0.0765811,-0.110905,0.279862,-0.550567,0.541221,-0.176152,0.105787,0.0813729,-0.113878,-0.0171158,-0.0142647
-4.3221282,2.7948923,-0.145499,0.164341,0.200828,0.0513618,-0.101064,0.111618,0.0460699,0.0082945,-0.173616,-0.311822,0.0254528,-0.0314404,-0.0415509,-0.0028952,0.0717026,-0.0235076,-0.0045972,0.0140457,0.136706,0.0643029,0.523681,0.354351,0.114424,-0.0228742,0.0164687,0.0346537,-0.246491,-0.149129,-0.0025033,-0.0075491,0.210084,0.0312898,-0.199386,0.221237,-0.675361,0.376986,-0.217699,0.0612129,0.107247,-0.0943579,-0.0077583,-0.0170954
-3.1289954,4.3723562,-0.207314,0.0703256,0.142394,0.147857,-0.106953,0.103241,0.0392545,0.0278314,-0.0918216,-0.349999,0.0397841,-0.0156096,-0.0340165,-0.0038588,0.081902,0.0140374,-0.0103053,0.0212867,0.122519,0.0959445,0.405219,0.488909,0.107542,0.0164447,0.013806,0.0396318,-0.127836,-0.234702,0.0042248,-0.0066359,0.140057,0.116281,-0.251161,0.129635,-0.753902,0.188034,-0.24733,0.0059732,0.125645,-0.0659951,-0.0004012,-0.0138926
1.2356833,-4.2641669,-0.215326,-0.0419864,0.0393271,0.19415,-0.116148,0.0949452,0.0223992,0.043357,-0.0052638,-0.364315,0.0431416,0.0056248,-0.0314082,-0.0027546,0.0716887,0.0535639,-0.0224124,0.0253892,0.0975938,0.124316,0.250318,0.585106,0.0846905,0.0487071,0.0061246,0.0445702,0.0134247,-0.234454,0.0076992,-0.0008854,0.0357914,0.154133,-0.2554,0.0246139,-0.782937,-0.0152704,-0.263508,-0.0588112,0.132785,-0.0340479,0.0016216,-0.008507
-5.1746924,1.5582835,-0.166774,-0.144648,-0.0706367,0.172912,-0.127356,0.0822964,-0.0011036,0.0487894,0.0801946,-0.357384,0.035062,0.0246617,-0.0328,-0.0043918,0.0429889,0.0836459,-0.0380611,0.0215802,0.064161,0.143602,0.0724058,0.63119,0.0511898,0.0663988,-0.0051571,0.0448732,0.122276,-0.153788,0.0054111,0.0053422,-0.0739398,0.132303,-0.210079,-0.0711979,-0.759102,-0.2223,-0.262225,-0.131704,0.129484,-0.0048188,-0.0007919,-0.0057796
-3.4276212,2.6358117,-0.0723683,-0.21073,-0.146182,0.0928638,-0.136009,0.0636158,-0.0242238,0.0416819,0.161673,-0.331294,0.0198433,0.0360615,-0.0339009,-0.0108872,0.0039186,0.0964624,-0.0512725,0.0083614,0.027977,0.150976,-0.110337,0.621827,0.016146,0.0665497,-0.0153583,0.0387394,0.158832,-0.0289159,-0.0008047,0.0073955,-0.156848,0.055562,-0.123248,-0.135253,-0.679972,-0.419668,-0.238195,-0.207899,0.120294,0.0181071,-0.0033798,-0.007878
-3.7539409,3.7865651,0.0445383,-0.220732,-0.159252,-0.0139265,-0.137683,0.041541,-0.0400494,0.0248429,0.236555,-0.286034,0.0033068,0.0388432,-0.0304585,-0.0200799,-0.0352478,0.0905659,-0.0564576,-0.0110651,-0.0051461,0.148212,-0.279458,0.559917,-0.0116659,0.0522318,-0.0199589,0.0287121,0.112655,0.0886117,-0.0061943,0.0038259,-0.187717,-0.0542431,-0.0134647,-0.149664,-0.547311,-0.590825,-0.188359,-0.278308,0.110074,0.0355412,-0.0019123,-0.0127104
5.2965127,-0.54791453,0.152302,-0.169004,-0.106821,-0.10491,-0.13144,0.0213234,-0.0454714,0.0045606,0.299797,-0.22098,-0.0107426,0.0355423,-0.0216025,-0.027211,-0.0665281,0.0700033,-0.0518023,-0.0306097,-0.0327527,0.140007,-0.420683,0.454837,-0.0277272,0.0305404,-0.0179518,0.019961,0.0051869,0.151922,-0.006693,-0.0025564,-0.157096,-0.164982,0.0924409,-0.10687,-0.369955,-0.718825,-0.115131,-0.331918,0.100601,0.0510942,0.0044702,-0.0156032
2.1682289,0.34422989,0.219249,-0.0675829,-0.0120614,-0.144629,-0.120581,0.0071466,-0.0422202,-0.0132654,0.343738,-0.138161,-0.0218074,0.0291395,-0.0105973,-0.0285821,-0.0863548,0.0408985,-0.0400391,-0.0450466,-0.0565639,0.130323,-0.525701,0.31841,-0.0329008,0.0084383,-0.0125945,0.0165858,-0.119419,0.135908,-0.001985,-0.0068446,-0.0742133,-0.244968,0.165445,-0.0140925,-0.16381,-0.790904,-0.0268424,-0.36006,0.0897577,0.0675876,0.0125101,-0.0129547
4.9520149,-2.1809104,0.223926,0.0553537,0.0857091,-0.119083,-0.110242,-0.0007516,-0.034654,-0.0262777,0.360914,-0.0445734,-0.0310765,0.0204839,-0.0024407,-0.0244109,-0.0945339,0.0082033,-0.0260797,-0.052939,-0.0801411,0.119509,-0.590655,0.161397,-0.0311681,-0.0106518,-0.0089948,0.0187249,-0.211056,0.045855,0.004289,-0.0057613,0.0370154,-0.273022,0.183109,0.106398,0.0515105,-0.802015,0.0651396,-0.359752,0.0738491,0.0842454,0.0172365,-0.005086
5.3747462,-4.390672,0.163348,0.163364,0.14757,-0.0405602,-0.103651,-0.0059884,-0.0260983,-0.0358951,0.348011,0.0485703,-0.0385469,0.0082828,-0.0001344,-0.0187216,-0.0915789,-0.0251552,-0.0133477,-0.0566157,-0.105214,0.104378,-0.61309,-0.0072529,-0.0258235,-0.0272476,-0.0103605,0.0226353,-0.232082,-0.0848067,0.007314,-0.0001297,0.146633,-0.243854,0.137666,0.222744,0.257532,-0.755102,0.150746,-0.3339,0.0512453,0.096831,0.0156966,0.0038752
-5.2976184,-5.2823029,0.0551912,0.2237,0.150446,0.058713,-0.0998834,-0.0130622,-0.016556,-0.0446673,0.308111,0.129513,-0.0415137,-0.0084278,-0.0024524,-0.016354,-0.0770193,-0.0566354,-0.001615,-0.059321,-0.1295,0.0811601,-0.590135,-0.178433,-0.0170088,-0.0432143,-0.0157392,0.0236608,-0.171325,-0.206674,0.0047538,0.0057709,0.227838,-0.167448,0.0394911,0.303283,0.440329,-0.658179,0.224108,-0.288427,0.024521,0.100638,0.0091871,0.0089912
2.5710634,-1.3233095,-0.0677388,0.218609,0.0949395,0.140485,-0.0947964,-0.0237587,-0.0034822,-0.0529684,0.249549,0.190208,-0.0359316,-0.0274997,-0.0048938,-0.0193583,-0.0502423,-0.0819404,0.0120166,-0.0618214,-0.147695,0.049052,-0.519567,-0.340358,-0.0023443,-0.0584081,-0.0209379,0.0198251,-0.0488735,-0.272588,-0.0014892,0.007459,0.263264,-0.0641051,-0.0860221,0.326705,0.590714,-0.520464,0.283277,-0.228563,-0.0005852,0.0940735,0.0022995,0.0081263
-3.8568376,-3.0034784,-0.168752,0.151136,0.00311,0.175375,-0.0844234,-0.0356625,0.0150766,-0.0577132,0.182114,0.228368,-0.0198035,-0.0431205,-0.0030936,-0.0254975,-0.0131524,-0.0948006,0.0297735,-0.0611761,-0.154915,0.0116605,-0.403037,-0.47815,0.0199967,-0.0692842,-0.0218992,0.013326,0.0905512,-0.255821,-0.0067285,0.0036431,0.247196,0.0417714,-0.206929,0.288259,0.701861,-0.35032,0.327427,-0.15705,-0.0186601,0.0801108,-0.0004942,0.0034485
1.032165,3.394533,-0.219485,0.0431232,-0.0915385,0.152687,-0.0682411,-0.0438951,0.0375237,-0.0541943,0.113225,0.246145,0.0040058,-0.0483964,0.0038888,-0.0299827,0.0277882,-0.0895319,0.0501327,-0.0527354,-0.149999,-0.0247952,-0.24888,-0.576549,0.0483003,-0.0706184,-0.0179558,0.0088072,0.194104,-0.161477,-0.0070465,-0.002814,0.184875,0.126807,-0.294711,0.199714,0.76685,-0.156175,0.354045,-0.0754078,-0.0279655,0.0644901,0.0018654,-0.0003017
-4.5932779,-4.2549515,-0.208132,-0.0731772,-0.156829,0.082248,-0.0498355,-0.044759,0.0583681,-0.0397021,0.0466184,0.246705,0.0279226,-0.0395373,0.0128849,-0.0291178,0.0623665,-0.0648693,0.0674936,-0.0339651,-0.136197,-0.05519,-0.0720694,-0.624379,0.0768621,-0.0590669,-0.012485,0.0097305,0.221699,-0.0259558,-0.0022497,-0.0070765,0.0907077,0.172263,-0.331636,0.083999,0.778558,0.050853,0.35857,0.0130217,-0.0311659,0.0519983,0.0063359,0.000547
0.58231189,-0.45190378,-0.141108,-0.165803,-0.17243,-0.0108764,-0.0344604,-0.0385266,0.0709556,-0.0161742,-0.0159047,0.231447,0.0431031,-0.0187371,0.0190407,-0.0230933,0.0804709,-0.0262696,0.0750636,-0.0072489,-0.118735,-0.0783476,0.109132,-0.617912,0.0985793,-0.0358424,-0.0104608,0.0156066,0.163108,0.0965139,0.0040049,-0.0059971,-0.0138323,0.167014,-0.313355,-0.0322962,0.732364,0.255291,0.336937,0.100943,-0.0329252,0.043591,0.0081908,0.0058039
3.019968,3.0488936,-0.0388853,-0.211791,-0.135231,-0.09567,-0.0253363,-0.0292666,0.0713867,0.0102133,-0.0714278,0.199986,0.0440784,0.0064016,0.0195013,-0.015821,0.0768421,0.0153289,0.0690175,0.020495,-0.101112,-0.0969327,0.277899,-0.561008,0.108755,-0.0064314,-0.0147538,0.0221899,0.0435789,0.155789,0.006997,-0.0004846,-0.103282,0.110527,-0.247369,-0.125272,0.629783,0.438637,0.289165,0.177938,-0.0362183,0.036472,0.004699,0.0115809
-1.5344082,-2.4743789,0.0710677,-0.201583,-0.0590973,-0.145044,-0.0214843,-0.0218476,0.0607982,0.0323403,-0.114314,0.15275,0.0315732,0.0266835,0.0155643,-0.0119495,0.0537082,0.04793,0.0510192,0.041252,-0.082912,-0.114517,0.422093,-0.462135,0.107346,0.0225023,-0.0239705,0.0244975,-0.0855187,0.127278,0.0045194,0.0052102,-0.153312,0.0149857,-0.149629,-0.177466,0.480266,0.583444,0.221224,0.234061,-0.0401522,0.0269995,-0.0027264,0.0132767
4.3154794,-0.033644947,0.161254,-0.139373,0.0299663,-0.14382,-0.0187197,-0.018389,0.0443673,0.0460102,-0.137607,0.0939931,0.0117022,0.0359243,0.011676,-0.0133276,0.0195756,0.0635179,0.0273597,0.050074,-0.0607663,-0.132086,0.534297,-0.330527,0.0980547,0.0467677,-0.0334609,0.0203789,-0.167934,0.0232957,-0.0014646,0.0067356,-0.14764,-0.0954883,-0.0412374,-0.179606,0.299548,0.677818,0.143572,0.263853,-0.0409242,0.0141526,-0.0095368,0.0091105
4.0744464,-0.20261638,0.209574,-0.0409988,0.101761,-0.0932998,-0.013037,-0.0168391,0.0278081,0.0516666,-0.136645,0.0325803,-0.0077573,0.0334125,0.012039,-0.0175986,-0.0150132,0.0607183,0.0053986,0.0471676,-0.031696,-0.146666,0.609352,-0.174209,0.0850248,0.0661897,-0.0387227,0.0119551,-0.166735,-0.111451,-0.0063333,0.0029429,-0.0844735,-0.190088,0.0544506,-0.13177,0.105374,0.71756,0.0671738,0.268075,-0.0351521,0.0008852,-0.0114428,0.0015254
